ensembl_gene_id;log2FoldChange;pvalue;padj;length;symbol;entrezgene;description;PR661W_Vec;PR661W_TRPM1;PR661W_TRPM1.norm.count.mean;PR661W_Vec.norm.count.mean;baseMean
ENSMUSG00000026273;-0,140680102;0,766024293;0,99995239;5271;Mterf4;69821;"mitochondrial transcription termination factor 4 [Source:MGI Symbol;Acc:MGI:1918355]";10,99940862;9,977469424;9,977469424;10,99940862;10,48843902
ENSMUSG00000001786;-0,084411882;0,766097817;0,99995239;6180;Fbxo7;69754;"F-box protein 7 [Source:MGI Symbol;Acc:MGI:1917004]";21,99881724;20,74860119;20,74860119;21,99881724;21,37370921
ENSMUSG00000049516;0,129677162;0,76615911;0,99995239;6788;Spty2d1;101685;"SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2142062]";51,35050002;56,17995568;56,17995568;51,35050002;53,76522785
ENSMUSG00000025538;-0,067579611;0,766183476;0,99995239;2671;Sumf2;67902;"sulfatase modifying factor 2 [Source:MGI Symbol;Acc:MGI:1915152]";28,75388884;27,43804092;27,43804092;28,75388884;28,09596488
ENSMUSG00000022760;-0,060695813;0,766229959;0,99995239;1882;Thap7;69009;"THAP domain containing 7 [Source:MGI Symbol;Acc:MGI:1916259]";32,46021131;31,12290178;31,12290178;32,46021131;31,79155655
ENSMUSG00000062115;0,128486012;0,766239508;0,99995239;9591;Rai1;19377;"retinoic acid induced 1 [Source:MGI Symbol;Acc:MGI:103291]";52,84498489;57,76728036;57,76728036;52,84498489;55,30613262
ENSMUSG00000022722;-0,073252174;0,766316222;0,99995239;2098;Arl6;56297;"ADP-ribosylation factor-like 6 [Source:MGI Symbol;Acc:MGI:1927136]";26,12359547;24,83029323;24,83029323;26,12359547;25,47694435
ENSMUSG00000079435;-0,021299904;0,766338312;0,99995239;1655;Rpl36a;19982;"ribosomal protein L36A [Source:MGI Symbol;Acc:MGI:1201789]";79,6261537;78,45919138;78,45919138;79,6261537;79,04267254
ENSMUSG00000060450;0,110955139;0,766371846;0,99995239;4778;Rnf14;56736;"ring finger protein 14 [Source:MGI Symbol;Acc:MGI:1929668]";86,14210772;93,02856435;93,02856435;86,14210772;89,58533603
ENSMUSG00000039450;-0,312617123;0,766373648;0,99995239;1144;Dcxr;67880;"dicarbonyl L-xylulose reductase [Source:MGI Symbol;Acc:MGI:1915130]";3,168307918;2,551057523;2,551057523;3,168307918;2,85968272
ENSMUSG00000043557;-0,312617123;0,766373648;0,99995239;9515;Mdga1;74762;"MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:MGI Symbol;Acc:MGI:1922012]";3,168307918;2,551057523;2,551057523;3,168307918;2,85968272
ENSMUSG00000020628;0,123219748;0,766466843;0,99995239;10020;Trappc12;217449;"trafficking protein particle complex 12 [Source:MGI Symbol;Acc:MGI:2445089]";60,37718862;65,76059393;65,76059393;60,37718862;63,06889128
ENSMUSG00000081214;-0,409125104;0,766577239;0,99995239;333;Rpl35a-ps2;;"ribosomal protein L35A, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3705461]";2,032499419;1,530634514;1,530634514;2,032499419;1,781566966
ENSMUSG00000087439;-0,409125104;0,766577239;0,99995239;931;Gm15788;;"predicted gene 15788 [Source:MGI Symbol;Acc:MGI:3783230]";2,032499419;1,530634514;1,530634514;2,032499419;1,781566966
ENSMUSG00000108049;-0,409125104;0,766577239;0,99995239;3539;Gm44168;;"predicted gene, 44168 [Source:MGI Symbol;Acc:MGI:5690560]";2,032499419;1,530634514;1,530634514;2,032499419;1,781566966
ENSMUSG00000112532;-0,409125104;0,766577239;0,99995239;3907;Gm36283;;"predicted gene, 36283 [Source:MGI Symbol;Acc:MGI:5595442]";2,032499419;1,530634514;1,530634514;2,032499419;1,781566966
ENSMUSG00000034413;-0,409125104;0,766577239;0,99995239;6331;Neurl1b;240055;"neuralized E3 ubiquitin protein ligase 1B [Source:MGI Symbol;Acc:MGI:3643092]";2,032499419;1,530634514;1,530634514;2,032499419;1,781566966
ENSMUSG00000097090;0,261974841;0,76668672;0,99995239;1650;Gm26724;;"predicted gene, 26724 [Source:MGI Symbol;Acc:MGI:5477218]";7,233306755;8,673595579;8,673595579;7,233306755;7,953451167
ENSMUSG00000112980;0,112651177;0,766690062;0,99995239;2941;D430020J02Rik;;"RIKEN cDNA D430020J02 gene [Source:MGI Symbol;Acc:MGI:2442237]";81,47931494;88,0965198;88,0965198;81,47931494;84,78791737
ENSMUSG00000037818;0,220610425;0,766783096;0,99995239;11184;Abhd18;269423;"abhydrolase domain containing 18 [Source:MGI Symbol;Acc:MGI:1915468]";11,2385262;13,09542862;13,09542862;11,2385262;12,16697741
ENSMUSG00000115987;-0,06503118;0,767022643;0,99995239;2304;Vps28;66914;"vacuolar protein sorting 28 [Source:MGI Symbol;Acc:MGI:1914164]";29,82991794;28,51515409;28,51515409;29,82991794;29,17253602
ENSMUSG00000028541;0,167537728;0,767072049;0,99995239;5031;B4galt2;53418;"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1858493]";23,67264029;26,58768841;26,58768841;23,67264029;25,13016435
ENSMUSG00000034656;0,151256153;0,767110992;0,99995239;11418;Cacna1a;12286;"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit [Source:MGI Symbol;Acc:MGI:109482]";31,80263796;35,31797416;35,31797416;31,80263796;33,56030606
ENSMUSG00000107505;0,508412736;0,767290422;0,99995239;1016;Gm18009;;"predicted gene, 18009 [Source:MGI Symbol;Acc:MGI:5010194]";1,434705472;2,040846019;2,040846019;1,434705472;1,737775745
ENSMUSG00000089817;0,508412736;0,767290422;0,99995239;1024;Gm7162;;"predicted gene 7162 [Source:MGI Symbol;Acc:MGI:3645097]";1,434705472;2,040846019;2,040846019;1,434705472;1,737775745
ENSMUSG00000019518;-0,065008143;0,767295091;0,99995239;5361;Ap4m1;11781;"adaptor-related protein complex AP-4, mu 1 [Source:MGI Symbol;Acc:MGI:1337063]";29,77013855;28,45846393;28,45846393;29,77013855;29,11430124
ENSMUSG00000026797;-0,010495361;0,767352262;0,99995239;4997;Stxbp1;20910;"syntaxin binding protein 1 [Source:MGI Symbol;Acc:MGI:107363]";111,0103359;110,205685;110,205685;111,0103359;110,6080105
ENSMUSG00000022684;0,128684535;0,767488676;0,99995239;6480;Bfar;67118;"bifunctional apoptosis regulator [Source:MGI Symbol;Acc:MGI:1914368]";52,00807336;56,86023769;56,86023769;52,00807336;54,43415552
ENSMUSG00000039068;0,012474561;0,767685783;0,99995239;11499;Zzz3;108946;"zinc finger, ZZ domain containing 3 [Source:MGI Symbol;Acc:MGI:1920453]";305,2335892;307,884298;307,884298;305,2335892;306,5589436
ENSMUSG00000031176;-0,014849065;0,767688531;0,99995239;2576;Dynlt3;67117;"dynein light chain Tctex-type 3 [Source:MGI Symbol;Acc:MGI:1914367]";95,76659026;94,78595953;94,78595953;95,76659026;95,2762749
ENSMUSG00000006288;0,163928517;0,767697426;0,99995239;4065;Ttc5;219022;"tetratricopeptide repeat domain 5 [Source:MGI Symbol;Acc:MGI:2683584]";25,04756637;28,06163276;28,06163276;25,04756637;26,55459956
ENSMUSG00000004665;0,010331825;0,76772366;0,99995239;2460;Cnn2;12798;"calponin 2 [Source:MGI Symbol;Acc:MGI:105093]";270,6213197;272,5663238;272,5663238;270,6213197;271,5938217
ENSMUSG00000040712;-0,053317458;0,767745191;0,99995239;5207;Camta2;216874;"calmodulin binding transcription activator 2 [Source:MGI Symbol;Acc:MGI:2135957]";36,82410712;35,48804466;35,48804466;36,82410712;36,15607589
ENSMUSG00000034390;-0,031285031;0,76779308;0,99995239;6495;Cmip;74440;"c-Maf inducing protein [Source:MGI Symbol;Acc:MGI:1921690]";60,01851225;58,7310132;58,7310132;60,01851225;59,37476273
ENSMUSG00000061410;0,003064335;0,767841402;0,99995239;7780;Zcchc14;142682;"zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407]";188,6039902;189,0050174;189,0050174;188,6039902;188,8045038
ENSMUSG00000058672;0,139959785;0,767886858;0,99995239;1610;Tubb2a;22151;"tubulin, beta 2A class IIA [Source:MGI Symbol;Acc:MGI:107861]";39,87285625;43,93487957;43,93487957;39,87285625;41,90386791
ENSMUSG00000086477;0,303298306;0,767946902;0,99995239;4791;Gm15506;;"predicted gene 15506 [Source:MGI Symbol;Acc:MGI:3782954]";4,961689758;6,122538056;6,122538056;4,961689758;5,542113907
ENSMUSG00000030583;0,114808661;0,768010286;0,99995239;16555;Sipa1l3;74206;"signal-induced proliferation-associated 1 like 3 [Source:MGI Symbol;Acc:MGI:1921456]";75,44159607;81,69053091;81,69053091;75,44159607;78,56606349
ENSMUSG00000019947;0,011896127;0,768157756;0,99995239;10060;Arid5b;71371;"AT rich interactive domain 5B (MRF1-like) [Source:MGI Symbol;Acc:MGI:2175912]";294,0548424;296,4895744;296,4895744;294,0548424;295,2722084
ENSMUSG00000022546;-0,144855778;0,768179259;0,99995239;2941;Gpt;76282;"glutamic pyruvic transaminase, soluble [Source:MGI Symbol;Acc:MGI:95802]";10,34183528;9,353877585;9,353877585;10,34183528;9,847856432
ENSMUSG00000073478;-0,398477859;0,768223223;0,99995239;1687;D730003I15Rik;;"RIKEN cDNA D730003I15 gene [Source:MGI Symbol;Acc:MGI:1925971]";2,092278813;1,587324681;1,587324681;2,092278813;1,839801747
ENSMUSG00000040424;-0,398477859;0,768223223;0,99995239;3646;Hipk4;233020;"homeodomain interacting protein kinase 4 [Source:MGI Symbol;Acc:MGI:2685008]";2,092278813;1,587324681;1,587324681;2,092278813;1,839801747
ENSMUSG00000030638;-0,398477859;0,768223223;0,99995239;4319;Sh3gl3;20408;"SH3-domain GRB2-like 3 [Source:MGI Symbol;Acc:MGI:700011]";2,092278813;1,587324681;1,587324681;2,092278813;1,839801747
ENSMUSG00000108825;-0,398477859;0,768223223;0,99995239;2447;Gm45838;;"predicted gene 45838 [Source:MGI Symbol;Acc:MGI:5804953]";2,092278813;1,587324681;1,587324681;2,092278813;1,839801747
ENSMUSG00000035842;0,120660005;0,768283267;0,99995239;6627;Ddx11;320209;"DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:MGI Symbol;Acc:MGI:2443590]";63,66505532;69,21869413;69,21869413;63,66505532;66,44187473
ENSMUSG00000087259;0,408877063;0,76836333;0,99995239;2121;2610035D17Rik;;"RIKEN cDNA 2610035D17 gene [Source:MGI Symbol;Acc:MGI:1919636]";2,391175787;3,174649362;3,174649362;2,391175787;2,782912575
ENSMUSG00000026946;0,231234148;0,768383599;0,99995239;2001;Nmi;64685;"N-myc (and STAT) interactor [Source:MGI Symbol;Acc:MGI:1928368]";9,803820726;11,50810394;11,50810394;9,803820726;10,65596233
ENSMUSG00000016181;-0,073190752;0,768516085;0,99995239;6530;Diexf;215193;"digestive organ expansion factor homolog (zebrafish) [Source:MGI Symbol;Acc:MGI:2138080]";25,64536031;24,37677189;24,37677189;25,64536031;25,0110661
ENSMUSG00000021668;0,173521109;0,76856491;0,99995239;5553;Polk;27015;"polymerase (DNA directed), kappa [Source:MGI Symbol;Acc:MGI:1349767]";21,16190571;23,86656038;23,86656038;21,16190571;22,51423305
ENSMUSG00000030706;-0,111739193;0,768579625;0,99995239;8152;Mrpl48;52443;"mitochondrial ribosomal protein L48 [Source:MGI Symbol;Acc:MGI:1289321]";14,88506927;13,77571063;13,77571063;14,88506927;14,33038995
ENSMUSG00000024925;0,199343853;0,768592896;0,99995239;1715;Rnaseh2c;68209;"ribonuclease H2, subunit C [Source:MGI Symbol;Acc:MGI:1915459]";14,46661351;16,61021899;16,61021899;14,46661351;15,53841625
ENSMUSG00000025731;0,221531588;0,768594887;0,99995239;1766;Mettl26;68347;"methyltransferase like 26 [Source:MGI Symbol;Acc:MGI:1915597]";10,93962922;12,75528762;12,75528762;10,93962922;11,84745842
ENSMUSG00000055116;-0,076549764;0,768638795;0,99995239;7523;Arntl;11865;"aryl hydrocarbon receptor nuclear translocator-like [Source:MGI Symbol;Acc:MGI:1096381]";24,27043424;23,01620788;23,01620788;24,27043424;23,64332106
ENSMUSG00000050549;0,287724621;0,768651823;0,99995239;2265;Fam241a;70617;"family with sequence similarity 241, member A [Source:MGI Symbol;Acc:MGI:1917867]";5,619263099;6,859510229;6,859510229;5,619263099;6,239386664
ENSMUSG00000037808;-0,046218688;0,768658923;0,99995239;4667;Fam76b;72826;"family with sequence similarity 76, member B [Source:MGI Symbol;Acc:MGI:1920076]";42,20425264;40,87361054;40,87361054;42,20425264;41,53893159
ENSMUSG00000023852;0,090731097;0,768745069;0,99995239;8721;Chd1;12648;"chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393]";181,3706834;193,1433996;193,1433996;181,3706834;187,2570415
ENSMUSG00000085687;0,318588177;0,76876164;0,99995239;4118;Gm16153;;"predicted gene 16153 [Source:MGI Symbol;Acc:MGI:3802057]";4,363895811;5,44225605;5,44225605;4,363895811;4,90307593
ENSMUSG00000028709;0,215630987;0,768837274;0,99995239;2975;Mob3c;100465;"MOB kinase activator 3C [Source:MGI Symbol;Acc:MGI:2140623]";11,71676136;13,60564012;13,60564012;11,71676136;12,66120074
ENSMUSG00000006731;-0,084632111;0,768838855;0,99995239;3454;B4galnt1;14421;"beta-1,4-N-acetyl-galactosaminyl transferase 1 [Source:MGI Symbol;Acc:MGI:1342057]";21,40102329;20,18169952;20,18169952;21,40102329;20,7913614
ENSMUSG00000108736;0,473647318;0,768926792;0,99995239;712;Gm45151;;"predicted gene 45151 [Source:MGI Symbol;Acc:MGI:5753727]";1,673823051;2,324296855;2,324296855;1,673823051;1,999059953
ENSMUSG00000033752;0,249678468;0,768936255;0,99995239;875;Mnd1;76915;"meiotic nuclear divisions 1 [Source:MGI Symbol;Acc:MGI:1924165]";8,010438886;9,523948087;9,523948087;8,010438886;8,767193486
ENSMUSG00000071181;-0,294729935;0,768981092;0,99995239;4846;3830408C21Rik;;"RIKEN cDNA 3830408C21 gene [Source:MGI Symbol;Acc:MGI:1917940]";3,407425496;2,777818192;2,777818192;3,407425496;3,092621844
ENSMUSG00000028782;0,24537833;0,768998379;0,99995239;6487;Adgrb2;230775;"adhesion G protein-coupled receptor B2 [Source:MGI Symbol;Acc:MGI:2451244]";8,369115254;9,920779257;9,920779257;8,369115254;9,144947256
ENSMUSG00000035764;-0,029155238;0,769099012;0,99995239;4179;Fbxo45;268882;"F-box protein 45 [Source:MGI Symbol;Acc:MGI:2447775]";62,64880561;61,39545106;61,39545106;62,64880561;62,02212834
ENSMUSG00000030824;0,006090693;0,769100888;0,99995239;8212;Nucb1;18220;"nucleobindin 1 [Source:MGI Symbol;Acc:MGI:97388]";214,9667032;215,8761566;215,8761566;214,9667032;215,4214299
ENSMUSG00000045934;0,192870276;0,769244742;0,99995239;3780;Mtmr11;194126;"myotubularin related protein 11 [Source:MGI Symbol;Acc:MGI:2652817]";15,7219808;17,970783;17,970783;15,7219808;16,8463819
ENSMUSG00000020520;-0,007803597;0,769261509;0,99995239;5965;Galnt10;171212;"polypeptide N-acetylgalactosaminyltransferase 10 [Source:MGI Symbol;Acc:MGI:1890480]";120,0370245;119,3894921;119,3894921;120,0370245;119,7132583
ENSMUSG00000009549;0,122993831;0,769284949;0,99995239;1195;Srp14;20813;"signal recognition particle 14 [Source:MGI Symbol;Acc:MGI:107169]";59,24138012;64,51341026;64,51341026;59,24138012;61,87739519
ENSMUSG00000027411;0,135133014;0,769287424;0,99995239;3727;Vps16;80743;"VSP16 CORVET/HOPS core subunit [Source:MGI Symbol;Acc:MGI:2136772]";43,87807569;48,18664211;48,18664211;43,87807569;46,0323589
ENSMUSG00000029554;-0,038717691;0,769329962;0,99995239;3649;Mad1l1;17120;"MAD1 mitotic arrest deficient 1-like 1 [Source:MGI Symbol;Acc:MGI:1341857]";49,49733879;48,18664211;48,18664211;49,49733879;48,84199045
ENSMUSG00000021807;0,121714386;0,769354155;0,99995239;1927;Rtraf;68045;"RNA transcription, translation and transport factor [Source:MGI Symbol;Acc:MGI:1915295]";61,27387954;66,66763661;66,66763661;61,27387954;63,97075807
ENSMUSG00000117729;0,447012192;0,769441536;0,99995239;1233;;;;1,912940629;2,60774769;2,60774769;1,912940629;2,26034416
ENSMUSG00000086331;0,147684944;0,769515148;0,99995239;960;Gm16310;;"predicted gene 16310 [Source:MGI Symbol;Acc:MGI:3826522]";33,41668162;37,01867917;37,01867917;33,41668162;35,2176804
ENSMUSG00000031337;-0,095658587;0,769546866;0,99995239;13935;Mtm1;17772;"X-linked myotubular myopathy gene 1 [Source:MGI Symbol;Acc:MGI:1099452]";18,17293598;17,00705016;17,00705016;18,17293598;17,58999307
ENSMUSG00000102145;-0,29067457;0,769551292;0,99995239;5027;Gm38056;;"predicted gene, 38056 [Source:MGI Symbol;Acc:MGI:5611284]";3,467204891;2,834508359;2,834508359;3,467204891;3,150856625
ENSMUSG00000102752;-0,388493771;0,769762242;0,99995239;3827;Gm7694;665574;"predicted gene 7694 [Source:MGI Symbol;Acc:MGI:3649135]";2,152058208;1,644014848;1,644014848;2,152058208;1,898036528
ENSMUSG00000091514;-0,388493771;0,769762242;0,99995239;2322;Gm17484;;"predicted gene, 17484 [Source:MGI Symbol;Acc:MGI:4937118]";2,152058208;1,644014848;1,644014848;2,152058208;1,898036528
ENSMUSG00000034255;-0,388493771;0,769762242;0,99995239;6415;Arhgap27;544817;"Rho GTPase activating protein 27 [Source:MGI Symbol;Acc:MGI:1916903]";2,152058208;1,644014848;1,644014848;2,152058208;1,898036528
ENSMUSG00000031985;0,111722503;0,769927262;0,99995239;3587;Gnpat;14712;"glyceronephosphate O-acyltransferase [Source:MGI Symbol;Acc:MGI:1343460]";81,47931494;88,03982964;88,03982964;81,47931494;84,75957229
ENSMUSG00000044068;0,220067242;0,769928655;0,99995239;4492;Zrsr1;22183;"zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1 [Source:MGI Symbol;Acc:MGI:98885]";10,99940862;12,81197778;12,81197778;10,99940862;11,9056932
ENSMUSG00000037017;0,158553709;0,769951469;0,99995239;3198;Zscan21;22697;"zinc finger and SCAN domain containing 21 [Source:MGI Symbol;Acc:MGI:99182]";27,02028639;30,15916894;30,15916894;27,02028639;28,58972767
ENSMUSG00000031432;-0,042557995;0,769986498;0,99995239;1993;Prps1;19139;"phosphoribosyl pyrophosphate synthetase 1 [Source:MGI Symbol;Acc:MGI:97775]";45,13344298;43,82149923;43,82149923;45,13344298;44,4774711
ENSMUSG00000021713;-0,04364986;0,770013741;0,99995239;5880;Ppwd1;238831;"peptidylprolyl isomerase domain and WD repeat containing 1 [Source:MGI Symbol;Acc:MGI:2443069]";44,05741387;42,74438606;42,74438606;44,05741387;43,40089996
ENSMUSG00000100629;-0,286767472;0,770092065;0,99995239;778;Gm28192;;"predicted gene 28192 [Source:MGI Symbol;Acc:MGI:5578898]";3,526984286;2,891198526;2,891198526;3,526984286;3,209091406
ENSMUSG00000058325;-0,037669865;0,77016901;0,99995239;9330;Dock1;330662;"dedicator of cytokinesis 1 [Source:MGI Symbol;Acc:MGI:2429765]";50,33425031;49,03699461;49,03699461;50,33425031;49,68562246
ENSMUSG00000030059;-0,012162527;0,770312791;0,99995239;5732;Tmf1;232286;"TATA element modulatory factor 1 [Source:MGI Symbol;Acc:MGI:2684999]";102,1629855;101,3053288;101,3053288;102,1629855;101,7341571
ENSMUSG00000026134;-0,040435362;0,770349089;0,99995239;5938;Prim2;19076;"DNA primase, p58 subunit [Source:MGI Symbol;Acc:MGI:97758]";47,16594239;45,86234525;45,86234525;47,16594239;46,51414382
ENSMUSG00000029402;-0,112769952;0,770362581;0,99995239;1347;Snrnp35;76167;"small nuclear ribonucleoprotein 35 (U11/U12) [Source:MGI Symbol;Acc:MGI:1923417]";14,46661351;13,37887946;13,37887946;14,46661351;13,92274648
ENSMUSG00000002718;0,004552874;0,770392299;0,99995239;5273;Cse1l;110750;"chromosome segregation 1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1339951]";197,4513406;198,0754441;198,0754441;197,4513406;197,7633924
ENSMUSG00000020063;-0,052937207;0,77041947;0,99995239;5331;Sirt1;93759;"sirtuin 1 [Source:MGI Symbol;Acc:MGI:2135607]";36,22631317;34,92114299;34,92114299;36,22631317;35,57372808
ENSMUSG00000024381;0,122201588;0,7704216;0,99995239;4117;Bin1;30948;"bridging integrator 1 [Source:MGI Symbol;Acc:MGI:108092]";59,89895346;65,19369226;65,19369226;59,89895346;62,54632286
ENSMUSG00000015126;0,188213455;0,770473297;0,99995239;1192;Tsr3;68327;"TSR3 20S rRNA accumulation [Source:MGI Symbol;Acc:MGI:1915577]";16,61867172;18,93451584;18,93451584;16,61867172;17,77659378
ENSMUSG00000022105;-0,045918146;0,770486804;0,99995239;6015;Rb1;19645;"RB transcriptional corepressor 1 [Source:MGI Symbol;Acc:MGI:97874]";41,78579687;40,47677937;40,47677937;41,78579687;41,13128812
ENSMUSG00000036561;0,128873918;0,770500277;0,99995239;9345;Ppp6r2;71474;"protein phosphatase 6, regulatory subunit 2 [Source:MGI Symbol;Acc:MGI:1918724]";50,39402971;55,1028425;55,1028425;50,39402971;52,74843611
ENSMUSG00000051615;0,125494011;0,770515574;0,99995239;4191;Rap2a;76108;"RAS related protein 2a [Source:MGI Symbol;Acc:MGI:97855]";54,87748431;59,86481655;59,86481655;54,87748431;57,37115043
ENSMUSG00000019478;0,206293122;0,770550398;0,99995239;1757;Rab4a;19341;"RAB4A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105069]";12,97212864;14,96620414;14,96620414;12,97212864;13,96916639
ENSMUSG00000084088;0,531132813;0,770606761;0,99995239;220;Gm12941;;"predicted gene 12941 [Source:MGI Symbol;Acc:MGI:3650501]";1,255367288;1,81408535;1,81408535;1,255367288;1,534726319
ENSMUSG00000028670;0,169534572;0,770630364;0,99995239;2054;Lypla2;26394;"lysophospholipase 2 [Source:MGI Symbol;Acc:MGI:1347000]";22,17815542;24,94367356;24,94367356;22,17815542;23,56091449
ENSMUSG00000028899;0,158074718;0,770682953;0,99995239;4038;Taf12;66464;"TATA-box binding protein associated factor 12 [Source:MGI Symbol;Acc:MGI:1913714]";27,08006579;30,21585911;30,21585911;27,08006579;28,64796245
ENSMUSG00000021327;0,125773227;0,770690018;0,99995239;7974;Zkscan3;72739;"zinc finger with KRAB and SCAN domains 3 [Source:MGI Symbol;Acc:MGI:1919989]";54,39924915;59,35460504;59,35460504;54,39924915;56,8769271
ENSMUSG00000014418;0,127998633;0,77070143;0,99995239;6497;Hps5;246694;"HPS5, biogenesis of lysosomal organelles complex 2 subunit 2 [Source:MGI Symbol;Acc:MGI:2180307]";51,41027942;56,17995568;56,17995568;51,41027942;53,79511755
ENSMUSG00000022338;-0,007535087;0,770797166;0,99995239;5763;Eny2;223527;"ENY2 transcription and export complex 2 subunit [Source:MGI Symbol;Acc:MGI:1919286]";119,5587893;118,9359708;118,9359708;119,5587893;119,24738
ENSMUSG00000042492;-0,038445159;0,770844417;0,99995239;4696;Tbc1d10b;68449;"TBC1 domain family, member 10b [Source:MGI Symbol;Acc:MGI:1915699]";49,13866242;47,8465011;47,8465011;49,13866242;48,49258176
ENSMUSG00000000148;0,175677886;0,7708746;0,99995239;6179;Brat1;231841;"BRCA1-associated ATM activator 1 [Source:MGI Symbol;Acc:MGI:1891679]";20,02609721;22,61937671;22,61937671;20,02609721;21,32273696
ENSMUSG00000034430;0,170543097;0,770888846;0,99995239;8254;Zxdc;80292;"ZXD family zinc finger C [Source:MGI Symbol;Acc:MGI:1933108]";21,75969966;24,49015222;24,49015222;21,75969966;23,12492594
ENSMUSG00000067365;-0,054523458;0,770897529;0,99995239;3629;Tmem128;66309;"transmembrane protein 128 [Source:MGI Symbol;Acc:MGI:1913559]";34,97094588;33,67395931;33,67395931;34,97094588;34,32245259
ENSMUSG00000004568;-0,008749779;0,770939413;0,99995239;8395;Arhgef18;102098;"rho/rac guanine nucleotide exchange factor (GEF) 18 [Source:MGI Symbol;Acc:MGI:2142567]";114,2982026;113,607095;113,607095;114,2982026;113,9526488
ENSMUSG00000039395;0,344587934;0,771124445;0,99995239;2284;Mreg;381269;"melanoregulin [Source:MGI Symbol;Acc:MGI:2151839]";3,526984286;4,478523208;4,478523208;3,526984286;4,002753747
ENSMUSG00000023243;0,344587934;0,771124445;0,99995239;3404;Kcnk5;16529;"potassium channel, subfamily K, member 5 [Source:MGI Symbol;Acc:MGI:1336175]";3,526984286;4,478523208;4,478523208;3,526984286;4,002753747
ENSMUSG00000040771;0,151035805;0,771235452;0,99995239;1558;Oard1;106821;"O-acyl-ADP-ribose deacylase 1 [Source:MGI Symbol;Acc:MGI:2146818]";30,78638826;34,18417081;34,18417081;30,78638826;32,48527953
ENSMUSG00000022450;0,155914632;0,77127016;0,99995239;1801;Ndufa6;67130;"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6 (B14) [Source:MGI Symbol;Acc:MGI:1914380]";28,0365361;31,23628212;31,23628212;28,0365361;29,63640911
ENSMUSG00000062078;0,015528429;0,771280266;0,99995239;14242;Qk;19317;"quaking [Source:MGI Symbol;Acc:MGI:97837]";355,5678395;359,41566;359,41566;355,5678395;357,4917497
ENSMUSG00000062300;0,123387806;0,771431873;0,99995239;3494;Nectin2;19294;"nectin cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:97822]";57,50777767;62,64263474;62,64263474;57,50777767;60,07520621
ENSMUSG00000004846;0,004538727;0,771470657;0,99995239;4519;Plod3;26433;"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 [Source:MGI Symbol;Acc:MGI:1347008]";195,4188412;196,0345981;196,0345981;195,4188412;195,7267197
ENSMUSG00000073639;0,098478939;0,771506307;0,99995239;6850;Rab18;19330;"RAB18, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:102790]";127,4496694;136,4532324;136,4532324;127,4496694;131,9514509
ENSMUSG00000020015;-0,035723751;0,771508751;0,99995239;6102;Cdk17;237459;"cyclin-dependent kinase 17 [Source:MGI Symbol;Acc:MGI:97517]";52,06785276;50,7943898;50,7943898;52,06785276;51,43112128
ENSMUSG00000086598;-0,491587264;0,771563442;0,99995239;3519;Btbd18;100270744;"BTB (POZ) domain containing 18 [Source:MGI Symbol;Acc:MGI:3650217]";1,434705472;1,020423009;1,020423009;1,434705472;1,227564241
ENSMUSG00000068762;-0,491587264;0,771563442;0,99995239;1989;Gstm6;14867;"glutathione S-transferase, mu 6 [Source:MGI Symbol;Acc:MGI:1309467]";1,434705472;1,020423009;1,020423009;1,434705472;1,227564241
ENSMUSG00000111131;-0,491587264;0,771563442;0,99995239;2584;9930024M15Rik;;"RIKEN cDNA 9930024M15 gene [Source:MGI Symbol;Acc:MGI:3026920]";1,434705472;1,020423009;1,020423009;1,434705472;1,227564241
ENSMUSG00000000489;-0,491587264;0,771563442;0,99995239;4161;Pdgfb;18591;"platelet derived growth factor, B polypeptide [Source:MGI Symbol;Acc:MGI:97528]";1,434705472;1,020423009;1,020423009;1,434705472;1,227564241
ENSMUSG00000024867;-0,491587264;0,771563442;0,99995239;4035;Pip5k1b;18719;"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta [Source:MGI Symbol;Acc:MGI:107930]";1,434705472;1,020423009;1,020423009;1,434705472;1,227564241
ENSMUSG00000010095;0,009557037;0,771585993;0,99995239;3529;Slc3a2;17254;"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 [Source:MGI Symbol;Acc:MGI:96955]";250,7745606;252,4413145;252,4413145;250,7745606;251,6079376
